代码,交易笔数,总盈亏,平均盈亏,最大盈利,最大亏损,盈利笔数,亏损笔数,胜率(%)
159516,4,0.0050000000000000105,0.0012500000000000026,0.00800000000000001,-0.004,2,2,50.0
