fast_period,slow_period,sharpe_ratio,annual_return,max_drawdown,calmar_ratio,total_trades
19,58,-39.283240178956945,0.02658127172203706,-0.08992503581209825,0.2955936740195425,9
19,54,-39.2909026960974,0.0196419749839416,-0.10048747190398317,0.19546690360276664,10
14,60,-39.29254128163577,0.03633976797885463,-0.08512397645890417,0.42690402270385724,9
7,53,-39.29504707698297,0.04051627673893332,-0.08187812816970078,0.49483638237258193,13
4,56,-39.296997153557356,0.04762590716653747,-0.07390570646740757,0.6444144768109415,21
20,42,-39.29925977903588,0.02462059156032037,-0.09267020991463086,0.265679678323824,14
10,55,-39.30325997137633,0.04020543301312962,-0.0838039962838862,0.4797555581589885,10
10,56,-39.30540150838242,0.0393789108128928,-0.08380674179683278,0.46987760135522894,10
9,54,-39.31517668393167,0.037618432605945884,-0.08059031771279952,0.46678600697427514,11
4,55,-39.3193596645368,0.04690960291229285,-0.07489471376484949,0.6263406394685901,21
17,33,-39.32331998729019,0.013369106710636736,-0.1071773216778173,0.12473820488652654,17
10,54,-39.32673513427848,0.04069466430252078,-0.08058065931194265,0.5050177629471136,10
7,52,-39.33110512284993,0.040183428048568004,-0.07865715209359428,0.5108680772061729,13
18,31,-39.34497220598102,0.007489536829030641,-0.13183748929442884,0.05680885512241875,17
20,55,-39.347552789497506,0.02699930685494678,-0.10447884965949275,0.2584188756187523,10
13,60,-39.357294979624314,0.03586917125995015,-0.07929791407992724,0.4523343605709012,9
15,33,-39.36763831083842,0.017703357187071056,-0.08334741681682988,0.21240438952027985,17
20,54,-39.36863047409205,0.023393014595995965,-0.11502671614265375,0.20337027240684186,9
9,53,-39.381656799031425,0.03582126405885511,-0.08059605901874127,0.4444542883979658,11
11,54,-39.38363779389347,0.039766869153279316,-0.0864046019815345,0.46024017519087557,10
20,56,-39.38430706161599,0.028295122084820434,-0.10447348436009762,0.2708354398068436,10
14,59,-39.38519925925358,0.03524553233880123,-0.085127668972325,0.4140314513987168,9
18,60,-39.3922989837559,0.029486743416784478,-0.09590921226218223,0.3074443290825707,9
10,53,-39.404841533407755,0.03888518211321301,-0.08058643909924751,0.4825276131797231,10
3,58,-39.41340767068678,0.0383860234153488,-0.08758504138281582,0.4382714537699601,21
15,59,-39.41387324828128,0.036630246612978645,-0.08447834186064937,0.4336051798152218,9
14,33,-39.41888007245695,0.01867614820656449,-0.09407150718184384,0.1985314019734241,16
11,53,-39.42615228435311,0.035681590912806094,-0.08641859426093718,0.41289251714818553,10
16,32,-39.43521453471113,0.014870965272795189,-0.10356535253851357,0.1435901574058276,16
11,52,-39.43772685662357,0.03509062166291432,-0.08642061859444979,0.4060445554964815,10
19,32,-39.43930986721711,0.015261337917160667,-0.10340543658961393,0.14758738438220104,18
18,52,-39.447841334514614,0.023067811757604417,-0.09514084441167647,0.24245960712509027,9
4,44,-39.44820497269411,0.033316203851052606,-0.10447400746174504,0.31889466730039917,23
13,58,-39.4605856018835,0.02904170981763432,-0.0956787786991177,0.3035334502853779,9
20,30,-39.461729469679504,0.02242141606705328,-0.07773431651870885,0.2884365241914356,22
10,52,-39.463096486659836,0.03620415170983993,-0.08059500371046348,0.4492108696948868,10
16,33,-39.470213521195156,0.008772890434771696,-0.10553696476198555,0.08312623405985704,15
20,32,-39.473255790530864,0.015968333139193547,-0.09583614075736882,0.16662120378596051,21
12,51,-39.47358420115585,0.032674303723490006,-0.08797661757757486,0.3713975897593345,10
17,60,-39.47583293141007,0.029409487585319027,-0.08450148544037182,0.3480351550277981,9
15,60,-39.47840997480565,0.03464936658534867,-0.08512968082632848,0.40701863614449846,9
13,56,-39.47924543461791,0.030277758798513688,-0.08477643310035567,0.3571482980732609,9
13,59,-39.4821928972003,0.02978730716698408,-0.0956759511020768,0.31133536509298937,9
